100.00000	-34.55278
120.00000	-34.59389
140.00000	-29.41960
160.00000	-23.11078
179.00000	-6.64906
199.00000	-19.35876
219.00000	-24.02642
239.00000	-25.75883
259.00000	-25.99815
279.00000	-25.04127
298.00000	-22.75382
318.00000	-18.53645
338.00000	-10.52650
358.00000	-11.95468
378.00000	-18.69920
398.00000	-21.64170
417.00000	-22.76520
437.00000	-22.54969
457.00000	-21.04290
477.00000	-17.28012
497.00000	-11.08493
517.00000	-7.74735
536.00000	-15.98154
556.00000	-20.08455
576.00000	-21.97925
596.00000	-22.49707
616.00000	-21.66438
636.00000	-18.32544
656.00000	-10.06928
675.00000	-8.25892
695.00000	-11.95142
715.00000	-19.08327
735.00000	-22.42566
755.00000	-23.98952
775.00000	-24.24994
794.00000	-23.20328
814.00000	-20.55285
834.00000	-14.03092
854.00000	-8.82492
874.00000	-19.37420
894.00000	-23.71304
913.00000	-25.81632
933.00000	-26.49097
953.00000	-25.95855
973.00000	-23.76469
993.00000	-18.23476
1013.00000	-5.52162
1032.00000	-19.36721
1052.00000	-24.68560
1072.00000	-27.33193
1092.00000	-28.32855
1112.00000	-27.89321
1132.00000	-25.60542
1152.00000	-18.33816
1171.00000	-13.11039
1191.00000	-18.02241
1211.00000	-25.64740
1231.00000	-28.78344
1251.00000	-29.86670
1271.00000	-29.39703
1290.00000	-27.24638
1310.00000	-21.57319
1330.00000	-13.03866
1350.00000	-11.67699
1370.00000	-24.07227
1390.00000	-28.70017
1409.00000	-30.87225
1429.00000	-31.62244
1449.00000	-31.18470
1469.00000	-29.26240
1489.00000	-24.86109
1509.00000	-11.92669
1528.00000	-22.46067
1548.00000	-28.45642
1568.00000	-31.39201
1588.00000	-32.58861
1608.00000	-32.60085
1628.00000	-31.23178
1647.00000	-27.81978
1667.00000	-20.70677
1687.00000	-17.86323
1707.00000	-27.79545
1727.00000	-31.75041
1747.00000	-33.55328
1767.00000	-33.92270
1786.00000	-32.92052
1806.00000	-29.67893
1826.00000	-20.14647
1846.00000	-13.45544
1866.00000	-27.04905
1886.00000	-32.07877
1905.00000	-34.12622
1925.00000	-34.61120
1945.00000	-33.77470
1965.00000	-30.93681
1985.00000	-22.84290
2005.00000	-21.15644
2024.00000	-22.67173
2044.00000	-30.34346
2064.00000	-33.75263
2084.00000	-35.24080
2104.00000	-35.48454
2124.00000	-34.55031
2143.00000	-32.00232
2163.00000	-26.76815
2183.00000	-15.14549
2203.00000	-28.48300
2223.00000	-33.54171
2243.00000	-35.55701
2263.00000	-36.86221
2282.00000	-36.40301
2302.00000	-34.82479
2322.00000	-30.29742
2342.00000	-20.85164
2362.00000	-25.57466
2382.00000	-32.67549
2401.00000	-35.75651
2421.00000	-36.90009
2441.00000	-36.99463
2461.00000	-35.46765
2481.00000	-30.98517
2501.00000	-23.83581
2520.00000	-21.23242
2540.00000	-31.78522
2560.00000	-35.78360
2580.00000	-37.33588
2600.00000	-37.38693
2620.00000	-35.97103
2639.00000	-32.39875
2659.00000	-22.21609
2679.00000	-20.31444
2699.00000	-28.17405
2719.00000	-34.54723
2739.00000	-37.40016
2759.00000	-38.58103
2778.00000	-38.55602
2798.00000	-37.39141
2818.00000	-34.39292
2838.00000	-27.24908
2858.00000	-24.13846
2878.00000	-33.40622
2897.00000	-37.21299
2917.00000	-38.82557
2937.00000	-39.22350
2957.00000	-38.55338
2977.00000	-36.21340
2997.00000	-30.83280
3016.00000	-19.98639
3036.00000	-31.34921
3056.00000	-36.57689
3076.00000	-38.87637
3096.00000	-39.62182
3116.00000	-38.67518
3135.00000	-36.95189
3155.00000	-30.70745
3175.00000	-25.84881
3195.00000	-29.36830
3215.00000	-36.32999
3235.00000	-38.97217
3255.00000	-39.76495
3274.00000	-38.34751
3294.00000	-37.07315
3314.00000	-31.31408
3334.00000	-29.90132
3354.00000	-23.66766
3374.00000	-33.79238
3393.00000	-37.74574
3413.00000	-39.41744
3433.00000	-39.86675
3453.00000	-39.19749
3473.00000	-37.04245
3493.00000	-32.47508
3512.00000	-21.51210
3532.00000	-31.25310
3552.00000	-36.70535
3572.00000	-39.01459
3592.00000	-39.90548
3612.00000	-39.53112
3631.00000	-37.74427
3651.00000	-33.82709
3671.00000	-25.57222
3691.00000	-28.07955
3711.00000	-35.08748
3731.00000	-38.03104
3751.00000	-33.85005
3770.00000	-38.94093
3790.00000	-37.24904
3810.00000	-32.73566
3830.00000	-26.93131
3850.00000	-25.65358
3870.00000	-34.53964
3889.00000	-37.90134
3909.00000	-39.13385
3929.00000	-38.79433
3949.00000	-37.01189
3969.00000	-32.27686
3989.00000	-23.56758
4008.00000	-21.62986
4028.00000	-31.62788
4048.00000	-36.47266
4068.00000	-38.59689
4088.00000	-39.34996
4108.00000	-38.89877
4127.00000	-37.05938
4147.00000	-33.10021
4167.00000	-23.45398
4187.00000	-29.51197
4207.00000	-35.43959
4227.00000	-38.04134
4246.00000	-38.80064
4266.00000	-38.85589
4286.00000	-37.32714
4306.00000	-34.02726
4326.00000	-26.65760
4346.00000	-27.11260
4366.00000	-34.66760
4385.00000	-37.97434
4405.00000	-39.16743
4425.00000	-39.29925
4445.00000	-37.90881
4465.00000	-33.97205
4485.00000	-27.89860
4504.00000	-25.13018
4524.00000	-33.99932
4544.00000	-37.67366
4564.00000	-39.32956
4584.00000	-39.28264
4604.00000	-37.60226
4623.00000	-33.68551
4643.00000	-24.85582
4663.00000	-22.68967
4683.00000	-30.47154
4703.00000	-35.81210
4723.00000	-38.17441
4742.00000	-38.98722
4762.00000	-38.85270
4782.00000	-37.42568
4802.00000	-34.03066
4822.00000	-26.18796
4842.00000	-28.07974
4862.00000	-35.08981
4881.00000	-38.16692
4901.00000	-39.45206
4921.00000	-39.61047
4941.00000	-38.45682
4961.00000	-35.80129
4981.00000	-29.85159
5000.00000	-25.00688
5020.00000	-33.54539
5040.00000	-37.58236
5060.00000	-39.29470
5080.00000	-39.67830
5100.00000	-38.75051
5119.00000	-36.01687
5139.00000	-29.47417
5159.00000	-24.78704
5179.00000	-31.92149
5199.00000	-36.94883
5219.00000	-39.04286
5238.00000	-39.50822
5258.00000	-38.69847
5278.00000	-36.02400
5298.00000	-29.46331
5318.00000	-27.89373
5338.00000	-27.83453
5358.00000	-35.13818
5377.00000	-37.66304
5397.00000	-39.73108
5417.00000	-39.91791
5437.00000	-39.10751
5457.00000	-36.54070
5477.00000	-31.43665
5496.00000	-24.47029
5516.00000	-32.89233
5536.00000	-37.31170
5556.00000	-39.15091
5576.00000	-39.87693
5596.00000	-39.36408
5615.00000	-37.51137
5635.00000	-33.56343
5655.00000	-25.69356
5675.00000	-30.12189
5695.00000	-36.27670
5715.00000	-38.98717
5734.00000	-40.02972
5754.00000	-39.82304
5774.00000	-38.04110
5794.00000	-33.61622
5814.00000	-28.64718
5834.00000	-28.18172
5854.00000	-35.72565
5873.00000	-38.85780
5893.00000	-39.85139
5913.00000	-39.73552
5933.00000	-38.08388
